"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Atf3",3.52766691820713e-06,0.369825909548227,0.693,0.541,0.0391676857928537,"0","Atf3"
"Polr2j",3.52865921726719e-06,0.280699786256792,0.653,0.437,0.0391787032893176,"0","Polr2j"
"Slc25a25",3.56291023416307e-06,0.412143646457445,0.608,0.41,0.0395589923299125,"0","Slc25a25"
"Psmb2",3.56525502750712e-06,0.290295341466597,0.972,0.967,0.0395850265704116,"0","Psmb2"
"Sh3gl1",3.77388690224797e-06,0.268318696761734,0.432,0.238,0.0419014662756592,"0","Sh3gl1"
"Camk1",3.91257456256786e-06,0.297094676715187,0.653,0.418,0.043441315368191,"0","Camk1"
"Bub3",3.92528365175572e-06,0.280828477665903,0.597,0.369,0.0435824243854438,"0","Bub3"
"G3bp1",3.95411192210706e-06,0.289887896406447,0.5,0.295,0.0439025046711547,"0","G3bp1"
"Aarsd1",4.30760295741982e-06,0.280308493864675,0.455,0.257,0.0478273156362322,"0","Aarsd1"
"Peg3",2.40780558450353e-11,0.56279159469317,0.948,0.892,2.67338654047427e-07,"1","Peg3"
"Glcci1",7.88501093086830e-09,0.253462551181424,0.237,0.061,8.75472763654307e-05,"1","Glcci1"
"Pomc",8.51564254141353e-09,0.638996978194502,1,1,9.45491791373144e-05,"1","Pomc"
"Rab3a",9.62470438282409e-09,0.43961970808629,0.704,0.445,0.000106863092762496,"1","Rab3a"
"Lrp1b",3.61223926202915e-08,0.323059176906011,0.63,0.351,0.000401066925263097,"1","Lrp1b"
"Rpl26",1.08063780505915e-07,0.251458050116256,1,1,0.00119983215495718,"1","Rpl26"
"Nsg1",4.62822416195656e-07,0.381231192507051,0.837,0.607,0.00513871728702037,"1","Nsg1"
"Uqcc3",3.15784611994782e-06,0.35183485075476,0.637,0.423,0.0350615654697807,"1","Uqcc3"
"Ndufa11",3.22740470700271e-06,0.314904652546734,0.948,0.887,0.0358338744618511,"1","Ndufa11"
"Ddit4",3.57105385678058e-06,0.488545611495614,0.481,0.295,0.0396494109718348,"1","Ddit4"
"Mt1",3.07251399905343e-52,2.54025751965692,1,0.966,3.41141229314902e-48,"2","Mt1"
"Sbno2",4.24397085074809e-31,1.1814599831909,0.803,0.29,4.7120808355856e-27,"2","Sbno2"
"Arid5a",1.29852819983787e-23,0.917544970055419,0.629,0.2,1.44175586027999e-19,"2","Arid5a"
"Fosb",5.35913576953859e-23,1.13433648332892,0.977,0.798,5.9502484449187e-19,"2","Fosb"
